ID;Unidade;Área;Nome do Treinamento;Tipo;Mês (0-11);Dias;Status;NPS;Convidados;Presentes;Horas;Custo
T1-SMC-MANU;SMC;Manutenção;Manutenção Correias Transportadoras;Externo;4;10 e 11;Realizado;100;20;18;8;39478
